2017-07-27 11:29:40.692837,9,7,11668.42
2017-07-27 11:29:40.693308,9,8,8219.97
2017-07-27 11:29:40.699210,9,1,5564.43
2017-07-27 11:29:40.699513,9,2,7323.84
2017-07-27 11:29:40.699765,9,3,10626.85
2017-07-27 11:29:40.700001,9,4,13413.75
2017-07-27 11:29:40.700233,9,6,13901.70
2017-07-27 11:29:40.700465,9,7,11710.64
2017-07-27 11:29:40.700686,9,8,8234.04
2017-07-27 11:29:40.700905,9,1,5508.13
2017-07-27 11:29:40.701125,9,2,7314.46
2017-07-27 11:29:40.701356,9,3,10636.23
2017-07-27 11:29:40.701596,9,4,13366.83
2017-07-27 11:29:40.701779,9,5,14633.61
2017-07-27 11:29:40.701961,9,6,13953.31
2017-07-27 11:29:40.702143,9,7,11677.80
2017-07-27 11:29:40.702316,9,8,8201.20
2017-07-27 11:29:40.702490,9,1,5517.51
2017-07-27 11:29:42.260109,9,2,7305.08
2017-07-27 11:29:42.292287,9,3,10612.77
2017-07-27 11:29:42.307929,9,4,13390.29
2017-07-27 11:29:42.339881,9,5,14685.22
2017-07-27 11:29:42.371945,9,6,13915.77
2017-07-27 11:29:42.404613,9,7,11663.72
2017-07-27 11:29:42.419915,9,8,8219.97
2017-07-27 11:29:42.451817,9,1,5531.59
2017-07-27 11:29:42.483983,9,2,7314.46
2017-07-27 11:29:42.515845,9,3,10612.77
2017-07-27 11:29:42.531840,9,4,13418.44
2017-07-27 11:29:42.563832,9,5,14680.53
2017-07-27 11:29:42.596270,9,6,13826.63
2017-07-27 11:29:42.627846,9,7,11644.96
2017-07-27 11:29:42.643786,9,8,8219.97
2017-07-27 11:29:42.675799,9,1,5550.36
2017-07-27 11:29:42.708055,9,2,7328.54
2017-07-27 11:29:42.724257,9,3,10603.39
2017-07-27 11:29:42.755936,9,4,13394.99
2017-07-27 11:29:42.788167,9,5,14680.53
2017-07-27 11:29:42.820259,9,6,13943.92
2017-07-27 11:29:42.836148,9,7,11616.81
2017-07-27 11:29:42.867788,9,8,8215.28
2017-07-27 11:29:42.899781,9,1,5522.21
2017-07-27 11:29:42.931742,9,2,7291.00
2017-07-27 11:29:42.947923,9,3,10626.85
2017-07-27 11:29:42.980041,9,4,13409.06
2017-07-27 11:29:43.011737,9,5,14732.14
2017-07-27 11:29:43.027771,9,6,13939.23
2017-07-27 11:29:43.059711,9,7,11621.50
2017-07-27 11:29:43.091875,9,8,8219.97
2017-07-27 11:29:43.124191,9,1,5522.21
2017-07-27 11:29:43.139658,9,2,7286.31
2017-07-27 11:29:43.171682,9,3,10650.30
2017-07-27 11:29:43.204091,9,4,13390.29
2017-07-27 11:29:43.235644,9,5,14760.29
2017-07-27 11:29:43.251653,9,6,13981.46
2017-07-27 11:29:43.283608,9,7,11644.96
2017-07-27 11:29:43.315708,9,8,8224.66
2017-07-27 11:29:43.347587,9,1,5503.44
2017-07-27 11:29:43.363610,9,2,7300.38
2017-07-27 11:29:43.395698,9,3,10626.85
2017-07-27 11:29:43.428070,9,4,13409.06
2017-07-27 11:29:43.445168,9,5,14713.37
2017-07-27 11:29:43.476011,9,6,13976.76
2017-07-27 11:29:43.507942,9,7,11673.11
2017-07-27 11:29:43.540164,9,8,8201.20
2017-07-27 11:29:43.556045,9,1,5550.36
2017-07-27 11:29:43.588036,9,2,7300.38
2017-07-27 11:29:43.619746,9,3,10636.23
2017-07-27 11:29:43.651850,9,4,13409.06
2017-07-27 11:29:43.667998,9,5,14614.84
2017-07-27 11:29:43.699992,9,6,13953.31
2017-07-27 11:29:43.732006,9,7,11673.11
2017-07-27 11:29:43.763853,9,8,8210.59
2017-07-27 11:29:43.779710,9,1,5470.60
2017-07-27 11:29:43.811943,9,2,7319.15
2017-07-27 11:29:43.843867,9,3,10626.85
2017-07-27 11:29:43.860016,9,4,13348.07
2017-07-27 11:29:43.923940,9,6,13962.69
2017-07-27 11:29:43.955727,9,7,11644.96
2017-07-27 11:29:43.987877,9,8,8205.89
2017-07-27 11:29:44.019876,9,1,5503.44
2017-07-27 11:29:44.035861,9,2,7305.08
2017-07-27 11:29:44.067909,9,3,10584.62
2017-07-27 11:29:44.099752,9,4,13404.37
2017-07-27 11:29:44.131690,9,5,14783.75
2017-07-27 11:29:44.147876,9,6,13943.92
2017-07-27 11:29:44.179864,9,7,11630.88
2017-07-27 11:29:44.211939,9,8,8205.89
2017-07-27 11:29:44.227824,9,1,5531.59
2017-07-27 11:29:44.259821,9,2,7281.62
2017-07-27 11:29:44.291813,9,3,10579.93
2017-07-27 11:29:44.323664,9,4,13362.14
2017-07-27 11:29:44.339837,9,5,14732.14
2017-07-27 11:29:44.371638,9,6,13882.93
2017-07-27 11:29:44.403831,9,7,11701.26
2017-07-27 11:29:44.435798,9,8,8219.97
2017-07-27 11:29:44.451579,9,1,5517.51
2017-07-27 11:29:44.483420,9,2,7281.62
2017-07-27 11:29:44.515668,9,3,10603.39
2017-07-27 11:29:44.547259,9,4,13376.22
2017-07-27 11:29:44.563519,9,5,14746.21
2017-07-27 11:29:44.595453,9,6,13925.15
2017-07-27 11:29:44.627733,9,7,11635.57
2017-07-27 11:29:44.643678,9,8,8229.35
2017-07-27 11:29:44.675578,9,1,5494.06
2017-07-27 11:29:44.707670,9,2,7305.08
2017-07-27 11:29:44.739659,9,3,10528.32
2017-07-27 11:29:44.755649,9,4,13413.75
2017-07-27 11:29:44.787328,9,5,14755.60
2017-07-27 11:29:44.819738,9,6,13943.92
2017-07-27 11:29:44.851616,9,7,11668.42
2017-07-27 11:29:44.867592,9,8,8224.66
2017-07-27 11:29:44.899767,9,1,5522.21
2017-07-27 11:29:44.931469,9,2,7328.54
2017-07-27 11:29:44.947308,9,3,10565.85
2017-07-27 11:29:44.979283,9,4,13376.22
2017-07-27 11:29:45.011454,9,5,14703.99
2017-07-27 11:29:45.043538,9,6,13887.62
2017-07-27 11:29:45.059452,9,7,11649.65
2017-07-27 11:29:45.091500,9,8,8205.89
2017-07-27 11:29:45.123435,9,1,5489.36
2017-07-27 11:29:45.155489,9,2,7291.00
2017-07-27 11:29:45.171519,9,3,10565.85
2017-07-27 11:29:45.203507,9,4,13427.83
2017-07-27 11:29:45.235526,9,5,14783.75
2017-07-27 11:29:45.299501,9,7,11644.96
2017-07-27 11:29:45.331420,9,8,8219.97
2017-07-27 11:29:45.368649,9,1,5531.59
2017-07-27 11:29:45.379340,9,2,7305.08
2017-07-27 11:29:45.411982,9,3,10565.85
2017-07-27 11:29:45.443269,9,4,13301.15
2017-07-27 11:29:45.475318,9,5,14722.75
2017-07-27 11:29:45.491310,9,6,13929.85
2017-07-27 11:29:45.523116,9,7,11654.34
2017-07-27 11:29:45.555075,9,8,8224.66
2017-07-27 11:29:45.571198,9,1,5540.97
2017-07-27 11:29:45.603147,9,2,7314.46
2017-07-27 11:29:45.634980,9,3,10579.93
2017-07-27 11:29:45.667198,9,4,13385.60
2017-07-27 11:29:45.683299,9,5,14680.53
2017-07-27 11:29:45.715314,9,6,13958.00
2017-07-27 11:29:45.747099,9,7,11663.72
2017-07-27 11:29:45.811147,9,1,5531.59
2017-07-27 11:29:45.843281,9,2,7295.69
2017-07-27 11:29:45.875251,9,3,10579.93
2017-07-27 11:29:45.891241,9,4,13423.14
2017-07-27 11:29:45.923234,9,5,14741.52
2017-07-27 11:29:45.955220,9,6,13915.77
2017-07-27 11:29:45.987127,9,7,11644.96
2017-07-27 11:29:46.003248,9,8,8215.28
2017-07-27 11:29:46.035097,9,1,5508.13
2017-07-27 11:29:46.067171,9,2,7309.77
2017-07-27 11:29:46.083204,9,3,10589.31
2017-07-27 11:29:46.115353,9,4,13423.14
2017-07-27 11:29:46.147008,9,5,14746.21
2017-07-27 11:29:46.211224,9,7,11635.57
2017-07-27 11:29:46.243153,9,8,8210.59
2017-07-27 11:29:46.275097,9,1,5536.28
2017-07-27 11:29:46.290736,9,2,7309.77
2017-07-27 11:29:46.323111,9,3,10589.31
2017-07-27 11:29:46.355114,9,4,13409.06
2017-07-27 11:29:46.387091,9,5,14769.67
2017-07-27 11:29:46.419380,9,6,13892.31
2017-07-27 11:29:46.435102,9,7,11630.88
2017-07-27 11:29:46.467047,9,8,8191.82
2017-07-27 11:29:46.499066,9,1,5559.74
2017-07-27 11:29:46.515063,9,2,7305.08
2017-07-27 11:29:46.547076,9,3,10542.39
2017-07-27 11:29:46.579074,9,4,13352.76
2017-07-27 11:29:46.611003,9,5,14732.14
2017-07-27 11:29:46.627070,9,6,13958.00
2017-07-27 11:29:46.659048,9,7,11630.88
2017-07-27 11:29:46.691026,9,8,8219.97
2017-07-27 11:29:46.707003,9,1,5540.97
2017-07-27 11:29:46.738999,9,2,7281.62
2017-07-27 11:29:46.771030,9,3,10556.47
2017-07-27 11:29:46.802919,9,4,13423.14
2017-07-27 11:29:46.818707,9,5,14694.60
2017-07-27 11:29:46.850557,9,6,13915.77
2017-07-27 11:29:46.882608,9,7,11677.80
2017-07-27 11:29:46.914642,9,8,8215.28
2017-07-27 11:29:46.930732,9,1,5536.28
2017-07-27 11:29:46.963026,9,2,7300.38
2017-07-27 11:29:46.994990,9,3,10551.78
2017-07-27 11:29:47.026877,9,4,13380.91
2017-07-27 11:29:47.042914,9,5,14708.68
2017-07-27 11:29:47.074888,9,6,13906.39
2017-07-27 11:29:47.106998,9,7,11691.87
2017-07-27 11:29:47.122904,9,8,8219.97
2017-07-27 11:29:47.154866,9,1,5536.28
2017-07-27 11:29:47.186913,9,2,7300.38
2017-07-27 11:29:47.218883,9,3,10570.54
2017-07-27 11:29:47.234854,9,4,13404.37
2017-07-27 11:29:47.266773,9,5,14718.06
2017-07-27 11:29:47.298781,9,6,13887.62
2017-07-27 11:29:47.330519,9,7,11644.96
2017-07-27 11:29:47.346672,9,8,8215.28
2017-07-27 11:29:47.378913,9,1,5564.43
2017-07-27 11:29:47.410830,9,2,7323.84
2017-07-27 11:29:47.442753,9,3,10556.47
2017-07-27 11:29:47.469105,9,4,13390.29
2017-07-27 11:29:47.490778,9,5,14689.91
2017-07-27 11:29:47.522709,9,6,13943.92
2017-07-27 11:29:47.538836,9,7,11654.34
2017-07-27 11:29:47.570956,9,8,8191.82
2017-07-27 11:29:47.602860,9,1,5508.13
2017-07-27 11:29:47.634844,9,2,7305.08
2017-07-27 11:29:47.650868,9,3,10598.69
2017-07-27 11:29:47.682792,9,4,13409.06
2017-07-27 11:29:47.714797,9,5,14713.37
2017-07-27 11:29:47.746761,9,6,13939.23
2017-07-27 11:29:47.762762,9,7,11682.49
2017-07-27 11:29:47.794390,9,8,8187.13
2017-07-27 11:29:47.826750,9,1,5517.51
2017-07-27 11:29:47.858554,9,2,7305.08
2017-07-27 11:29:47.874715,9,3,10584.62
2017-07-27 11:29:47.906723,9,4,13404.37
2017-07-27 11:29:47.938846,9,5,14736.83
2017-07-27 11:29:47.954679,9,6,13934.54
2017-07-27 11:29:47.986689,9,7,11659.03
2017-07-27 11:29:48.018671,9,8,8229.35
2017-07-27 11:29:48.050603,9,1,5508.13
2017-07-27 11:29:48.066697,9,2,7281.62
2017-07-27 11:29:48.098655,9,3,10542.39
2017-07-27 11:29:48.130649,9,4,13390.29
2017-07-27 11:29:48.162617,9,5,14699.30
2017-07-27 11:29:48.178620,9,6,13901.70
2017-07-27 11:29:48.210631,9,7,11696.57
2017-07-27 11:29:48.274539,9,1,5555.05
2017-07-27 11:29:48.290387,9,2,7291.00
2017-07-27 11:29:48.322729,9,3,10565.85
2017-07-27 11:29:48.354548,9,4,13366.83
2017-07-27 11:29:48.386549,9,5,14764.98
2017-07-27 11:29:48.402541,9,6,13939.23
2017-07-27 11:29:48.434533,9,7,11673.11
2017-07-27 11:29:48.498198,9,1,5494.06
2017-07-27 11:29:48.518721,9,2,7319.15
2017-07-27 11:29:48.546464,9,3,10570.54
2017-07-27 11:29:48.578258,9,4,13366.83
2017-07-27 11:29:48.610442,9,5,14727.45
2017-07-27 11:29:48.626406,9,6,13990.84
2017-07-27 11:29:48.658468,9,7,11644.96
2017-07-27 11:29:48.690391,9,8,8234.04
2017-07-27 11:29:48.722425,9,1,5536.28
2017-07-27 11:29:48.738421,9,2,7319.15
2017-07-27 11:29:48.770405,9,3,10556.47
2017-07-27 11:29:48.802397,9,4,13418.44
2017-07-27 11:29:48.818374,9,5,14741.52
2017-07-27 11:29:48.850381,9,6,13976.76
2017-07-27 11:29:48.882351,9,7,11687.18
2017-07-27 11:29:48.914361,9,8,8219.97
2017-07-27 11:29:48.930367,9,1,5503.44
2017-07-27 11:29:48.962330,9,2,7300.38
2017-07-27 11:29:48.994416,9,3,10598.69
2017-07-27 11:29:49.026317,9,4,13409.06
2017-07-27 11:29:49.042317,9,5,14750.91
2017-07-27 11:29:49.074404,9,6,13934.54
2017-07-27 11:29:49.106268,9,7,11640.27
2017-07-27 11:29:49.138147,9,8,8234.04
2017-07-27 11:29:49.154273,9,1,5526.90
2017-07-27 11:29:49.185941,9,2,7295.69
2017-07-27 11:29:49.218349,9,3,10584.62
2017-07-27 11:29:49.234244,9,4,13404.37
2017-07-27 11:29:49.266234,9,5,14774.36
2017-07-27 11:29:49.297928,9,6,13943.92
2017-07-27 11:29:49.330214,9,7,11649.65
2017-07-27 11:29:49.346183,9,8,8224.66
2017-07-27 11:29:49.378159,9,1,5484.67
2017-07-27 11:29:49.410181,9,2,7319.15
2017-07-27 11:29:49.442137,9,3,10565.85
2017-07-27 11:29:49.458158,9,4,13404.37
2017-07-27 11:29:49.490174,9,5,14750.91
2017-07-27 11:29:49.522155,9,6,13948.61
2017-07-27 11:29:49.570159,9,7,11649.65
2017-07-27 11:29:49.570459,9,8,8210.59
2017-07-27 11:29:49.602051,9,1,5503.44
2017-07-27 11:29:49.633815,9,2,7300.38
2017-07-27 11:29:49.682081,9,4,13362.14
2017-07-27 11:29:49.714098,9,5,14736.83
2017-07-27 11:29:49.746098,9,6,13962.69
2017-07-27 11:29:49.777781,9,7,11635.57
2017-07-27 11:29:49.793568,9,8,8252.81
2017-07-27 11:29:49.825696,9,1,5583.20
2017-07-27 11:29:49.857821,9,2,7328.54
2017-07-27 11:29:49.873836,9,3,10579.93
2017-07-27 11:29:49.905950,9,4,13399.68
2017-07-27 11:29:49.937944,9,5,14736.83
2017-07-27 11:29:49.970012,9,6,13920.46
2017-07-27 11:29:49.986080,9,7,11677.80
2017-07-27 11:29:50.017982,9,8,8187.13
2017-07-27 11:29:50.049958,9,1,5484.67
2017-07-27 11:29:50.081974,9,2,7291.00
2017-07-27 11:29:50.097991,9,3,10598.69
2017-07-27 11:29:50.129944,9,4,13380.91
2017-07-27 11:29:50.161733,9,5,14746.21
2017-07-27 11:29:50.193582,9,6,13939.23
