2017-07-27 11:51:00.112711,9,5,14774.36
2017-07-27 11:51:00.113027,9,6,14108.13
2017-07-27 11:51:00.118711,9,7,11771.63
2017-07-27 11:51:00.119115,9,8,8309.11
2017-07-27 11:51:00.119382,9,1,5367.38
2017-07-27 11:51:01.646045,9,1,5644.19
2017-07-27 11:51:01.678035,9,2,7342.61
2017-07-27 11:51:01.710096,9,3,10504.86
2017-07-27 11:51:01.726064,9,4,13540.43
2017-07-27 11:51:01.758013,9,5,14699.30
2017-07-27 11:51:01.790006,9,6,14042.45
2017-07-27 11:51:01.822033,9,7,11677.80
2017-07-27 11:51:01.838037,9,8,8323.19
2017-07-27 11:51:01.869963,9,1,5634.81
2017-07-27 11:51:01.902003,9,2,7333.23
2017-07-27 11:51:01.933819,9,3,10500.17
2017-07-27 11:51:01.949845,9,4,13460.67
2017-07-27 11:51:01.982074,9,5,14652.38
2017-07-27 11:51:02.013868,9,6,13981.46
2017-07-27 11:51:02.029887,9,7,11701.26
2017-07-27 11:51:02.061832,9,8,8370.11
2017-07-27 11:51:02.093878,9,1,5658.27
2017-07-27 11:51:02.125873,9,2,7319.15
2017-07-27 11:51:02.141773,9,3,10504.86
2017-07-27 11:51:02.173903,9,4,13559.20
2017-07-27 11:51:02.205834,9,5,14699.30
2017-07-27 11:51:02.237957,9,6,13948.61
2017-07-27 11:51:02.253989,9,7,11738.79
2017-07-27 11:51:02.285775,9,8,8360.72
2017-07-27 11:51:02.317898,9,1,5587.89
2017-07-27 11:51:02.349689,9,2,7314.46
2017-07-27 11:51:02.365812,9,3,10514.24
2017-07-27 11:51:02.397896,9,4,13470.05
2017-07-27 11:51:02.429814,9,5,14671.15
2017-07-27 11:51:02.445761,9,6,13972.07
2017-07-27 11:51:02.477819,9,7,11705.95
2017-07-27 11:51:02.509819,9,8,8370.11
2017-07-27 11:51:02.541778,9,1,5620.73
2017-07-27 11:51:02.557709,9,2,7342.61
2017-07-27 11:51:02.589845,9,3,10523.63
2017-07-27 11:51:02.621726,9,4,13488.82
2017-07-27 11:51:02.653706,9,5,14657.07
2017-07-27 11:51:02.669717,9,6,13990.84
2017-07-27 11:51:02.701727,9,7,11734.10
2017-07-27 11:51:02.733668,9,8,8337.26
2017-07-27 11:51:02.749669,9,1,5648.88
2017-07-27 11:51:02.781734,9,2,7314.46
2017-07-27 11:51:02.813710,9,3,10537.70
2017-07-27 11:51:02.845644,9,4,13488.82
2017-07-27 11:51:02.861690,9,5,14638.30
2017-07-27 11:51:02.893644,9,6,14014.30
2017-07-27 11:51:02.925699,9,7,11752.87
2017-07-27 11:51:02.957634,9,8,8356.03
2017-07-27 11:51:02.973622,9,1,5677.03
2017-07-27 11:51:03.005635,9,2,7370.76
2017-07-27 11:51:03.037659,9,3,10561.16
2017-07-27 11:51:03.069488,9,4,13554.50
2017-07-27 11:51:03.085655,9,5,14671.15
2017-07-27 11:51:03.117631,9,6,14004.91
2017-07-27 11:51:03.149625,9,7,11696.57
2017-07-27 11:51:03.165621,9,8,8341.96
2017-07-27 11:51:03.197534,9,1,5658.27
2017-07-27 11:51:03.229622,9,2,7319.15
2017-07-27 11:51:03.261641,9,3,10509.55
2017-07-27 11:51:03.277562,9,4,13493.51
2017-07-27 11:51:03.309589,9,5,14633.61
2017-07-27 11:51:03.341442,9,6,13967.38
2017-07-27 11:51:03.373574,9,7,11701.26
2017-07-27 11:51:03.389488,9,8,8346.65
2017-07-27 11:51:03.421471,9,1,5630.12
2017-07-27 11:51:03.453468,9,2,7323.84
2017-07-27 11:51:03.469533,9,3,10528.32
2017-07-27 11:51:03.501711,9,4,13488.82
2017-07-27 11:51:03.533332,9,5,14647.69
2017-07-27 11:51:03.565599,9,6,13995.53
2017-07-27 11:51:03.581571,9,7,11715.33
2017-07-27 11:51:03.613428,9,8,8398.26
2017-07-27 11:51:03.645560,9,1,5662.96
2017-07-27 11:51:03.677583,9,2,7319.15
2017-07-27 11:51:03.693322,9,3,10556.47
2017-07-27 11:51:03.725561,9,4,13507.59
2017-07-27 11:51:03.757781,9,5,14666.45
2017-07-27 11:51:03.789418,9,6,14033.07
2017-07-27 11:51:03.805550,9,7,11720.03
2017-07-27 11:51:03.837538,9,8,8365.41
